claveU,ID,nroViaje,dive,julianoIni,duration,MaxDepth,julianoMax,AvgDepth,MinDepth,BottomTemp,SurfaceTemp,intervaloEnSuperficie,donde,longi,lati,actuBuceo
ALKW,99895,1,3788,245.409248,13.67,110.42,245.411331,97.61,0.75,9.9,9.0,1.75,Pi,-64.720000,-48.042000,x
ALKW,99916,1,3809,245.637662,21.83,113.68,245.643565,88.32,1.20,7.5,8.0,1.67,Pi,-64.471000,-48.005000,x
ALKW,99923,1,3816,245.777130,19.83,112.52,245.785810,104.97,2.79,7.4,7.4,1.75,Pi,-64.402000,-48.005000,x
ALKW,99927,1,3820,245.839977,17.42,112.81,245.841944,103.01,0.98,7.4,7.4,1.75,Pi,-64.403000,-47.942000,x
ALKW,99954,1,3847,246.187488,17.25,116.56,246.195185,97.42,0.50,7.5,7.5,1.58,Pi,-64.268000,-48.014000,x
ALKW,99961,1,3854,246.287778,24.08,114.91,246.302477,106.06,0.82,7.4,7.4,1.75,Pi,-64.183000,-47.955000,x
ALKW,99988,1,3881,246.634016,18.17,115.75,246.643102,106.71,0.15,7.5,8.0,1.42,Pi,-64.083000,-47.880000,x
ALKW,99999,1,3892,246.782338,18.92,116.79,246.792870,107.99,0.40,7.5,7.4,1.58,Pi,-63.919000,-47.795000,x
ALKW,100090,1,3983,248.036620,14.58,110.78,248.045590,99.41,0.14,7.4,7.4,1.67,Pi,-63.681000,-47.899000,x
ALKW,100100,1,3993,248.170648,16.25,111.69,248.179734,99.53,2.96,7.4,7.4,1.83,Pi,-63.530000,-48.015000,x
ALKW,100106,1,3999,248.238414,17.33,111.76,248.244433,91.61,2.05,7.4,7.4,1.67,Pi,-63.422000,-47.966000,x
ALKW,100139,1,4032,248.688819,16.67,114.08,248.699352,104.20,0.42,7.4,7.7,1.75,Pi,-63.207000,-48.010000,x
ALKW,100155,1,4048,248.883438,15.83,116.21,248.889398,106.41,2.44,7.4,7.4,1.83,Pi,-63.800000,-48.077000,x
ALKW,100179,1,4072,249.174699,15.50,116.76,249.176377,100.94,0.05,7.4,7.4,1.58,Pi,-63.632000,-48.123000,x
ALKW,100183,1,4076,249.223657,18.67,117.39,249.229850,96.05,0.99,7.4,7.4,1.17,Pi,-63.616000,-48.130000,x
ALKW,100200,1,4093,249.549525,21.00,113.44,249.554039,105.72,2.67,7.5,8.1,1.67,Pi,-63.076000,-48.518000,x
ALKW,100226,1,4119,249.939572,16.75,113.37,249.941944,102.88,2.20,11.7,11.8,2.25,Pi,-64.021000,-48.008000,x
ALKW,100236,1,4129,250.059826,15.17,112.57,250.068044,100.20,2.25,11.2,11.2,1.92,Pi,-63.970000,-48.109000,x
ALKW,100253,1,4146,250.288935,24.67,113.80,250.290729,106.64,0.31,7.4,7.4,1.58,Pi,-64.009000,-48.139000,x
ALKW,100256,1,4149,250.344028,21.33,114.11,250.356123,106.59,5.19,7.4,7.5,1.67,Pi,-63.926000,-48.106000,x
ALKW,100284,1,4177,250.786215,16.00,115.86,250.795822,107.00,0.40,7.4,7.3,1.58,Pi,-64.186000,-48.145000,x
ALKW,100317,1,4210,251.151262,13.17,114.63,251.152882,100.26,2.85,7.5,7.4,2.00,Pi,-64.394000,-48.094000,x
ALKW,100321,1,4214,251.194722,13.33,92.54,251.201667,74.36,1.08,7.5,7.4,1.67,Pi,-64.323000,-48.143000,x
ALKW,100327,1,4220,251.263067,13.75,115.57,251.268854,95.44,0.62,7.5,7.4,1.67,Pi,-64.321000,-48.121000,x
ALKW,100333,1,4226,251.332222,17.33,115.76,251.339051,106.64,0.71,7.4,7.4,1.50,Pi,-64.303000,-48.083000,x
ALKW,100344,1,4237,251.504155,34.17,115.69,251.505544,110.32,0.27,7.6,8.0,1.67,Pi,-64.295000,-48.069000,x
ALKW,100351,1,4244,251.657338,25.58,114.97,251.667870,108.65,0.35,7.4,7.9,1.83,Pi,-64.424000,-48.068000,x
ALKW,100374,1,4267,251.961447,16.58,113.55,251.967755,103.51,0.02,7.4,7.4,1.75,Pi,-64.461000,-48.046000,x
ALKW,100383,1,4276,252.071632,15.50,112.40,252.078808,101.62,0.13,7.5,7.4,1.67,Pi,-64.413000,-48.059000,x
ALKW,100389,1,4282,252.143333,15.83,112.17,252.150914,101.53,0.06,7.5,7.4,1.75,Pi,-64.433000,-48.074000,x
ALKW,100393,1,4286,252.191308,15.92,112.29,252.193507,102.02,0.71,7.5,7.4,1.58,Pi,-64.445000,-48.086000,x
ALKW,100400,1,4293,252.265729,17.08,113.17,252.272500,103.81,0.94,7.5,7.5,1.83,Pi,-64.461000,-48.083000,x
ALKW,100412,1,4305,252.434942,20.33,112.46,252.441887,104.36,2.38,7.4,7.6,1.58,Pi,-64.709000,-47.788000,x
ALKW,100429,1,4322,252.657454,16.50,111.57,252.659595,102.41,2.96,7.6,7.6,1.75,Pi,-64.560000,-48.044000,x
ALKW,100467,1,4360,253.136157,16.25,111.59,253.141481,99.24,0.18,7.5,7.5,1.58,Pi,-64.408000,-48.081000,x
ALKW,100477,1,4370,253.259421,16.33,111.96,253.267002,101.58,3.27,7.5,7.4,1.42,Pi,-64.498000,-48.120000,x
ALKW,100521,1,4414,253.837604,15.33,117.07,253.846806,105.51,1.01,7.4,7.4,1.75,Pi,-64.345000,-48.008000,x
ALKW,100534,1,4427,253.996863,15.42,116.40,254.000509,106.12,1.20,7.4,7.4,1.75,Pi,-64.254000,-48.005000,x
ALKW,100540,1,4433,254.066134,14.17,115.26,254.067292,101.71,0.32,7.5,7.4,1.58,Pi,-64.268000,-48.007000,x
ALKW,100554,1,4447,254.210289,12.58,113.19,254.215208,81.50,1.25,7.5,7.4,2.33,Pi,-64.132000,-48.034000,x
ALKW,100561,1,4454,254.281759,15.67,115.30,254.288356,96.34,0.24,7.4,7.4,1.75,Pi,-64.333000,-48.037000,x
ALKW,100577,1,4470,254.564340,22.67,116.57,254.565671,106.20,1.57,7.6,7.5,1.75,Pi,-64.224000,-48.051000,x
ALKW,100582,1,4475,254.635752,17.67,115.81,254.638299,106.84,2.23,7.6,7.9,1.50,Pi,-64.300000,-47.952000,x
ALKW,100603,1,4496,254.912373,15.33,116.89,254.921690,104.82,1.45,7.5,7.4,1.50,Pi,-64.220000,-48.040000,x
ALKW,100630,1,4523,255.214225,11.50,116.26,255.217639,85.98,0.90,11.3,10.8,1.67,Pi,-64.233000,-48.061000,x
ALKW,100635,1,4528,255.265556,13.25,116.53,255.268738,96.89,0.34,7.7,7.6,2.00,Pi,-64.182000,-48.093000,x
ALKW,100639,1,4532,255.310347,17.00,115.15,255.316771,100.80,0.59,7.5,7.5,1.42,Pi,-64.224000,-48.099000,x
ALKW,100681,1,4574,255.894433,14.50,115.49,255.902708,103.99,1.58,7.4,7.4,1.83,Pi,-64.230000,-48.130000,x
ALKW,100687,1,4580,255.960926,13.00,116.10,255.961910,103.66,1.14,7.5,7.4,1.75,Pi,-64.227000,-48.166000,x
ALKW,100817,1,4710,257.883380,15.33,116.65,257.889803,105.39,3.13,7.4,7.4,1.75,Pi,-64.420000,-48.068000,x
ALKW,100822,1,4715,257.938009,13.58,115.48,257.944201,104.67,3.15,7.5,7.5,1.92,Pi,-64.495000,-48.084000,x
ALKW,100838,1,4731,258.098773,12.75,117.75,258.103171,104.37,1.75,7.5,7.5,1.83,Pi,-64.273000,-48.026000,x
ALKW,100870,1,4763,258.427245,14.17,73.62,258.429271,64.62,0.50,7.5,7.7,1.17,Pi,-64.217000,-48.013000,x
ALKW,100874,1,4767,258.477130,19.33,116.21,258.487199,105.63,1.40,7.6,7.8,1.58,Pi,-64.224000,-48.020000,x
ALKW,100898,1,4791,258.868796,14.83,114.05,258.875972,102.15,1.24,7.5,7.5,1.92,Pi,-64.258000,-47.957000,x
ALKW,100903,1,4796,258.933322,15.25,116.12,258.941944,104.44,1.32,7.5,7.5,1.83,Pi,-64.193000,-47.965000,x
ALKW,100910,1,4803,259.019838,16.33,114.73,259.026204,104.28,0.93,7.5,7.6,1.92,Pi,-64.202000,-47.950000,x
ALKW,100916,1,4809,259.088472,13.50,96.64,259.094549,75.07,0.58,7.5,7.5,1.58,Pi,-64.171000,-47.935000,x
ALKW,100926,1,4819,259.206991,22.00,115.12,259.219549,106.12,1.21,7.5,7.5,1.67,Pi,-64.233000,-47.819000,x
ALKW,100930,1,4823,259.268623,18.08,115.39,259.270590,104.39,2.33,7.5,7.5,1.50,Pi,-64.133000,-47.826000,x
ALKW,101058,1,4951,261.171806,11.33,115.98,261.173773,87.96,0.32,7.5,7.5,3.25,Pi,-64.310000,-48.025000,x
ALKW,101079,1,4972,261.495706,25.17,115.92,261.498831,105.08,1.89,7.5,8.0,1.75,Pi,-64.136000,-48.124000,x
ALKW,101094,1,4987,261.750336,24.25,115.82,261.751493,109.78,3.58,7.4,7.4,1.42,Pi,-64.276000,-48.117000,x
ALKW,101112,1,5005,261.995301,16.33,115.61,262.002824,105.47,1.17,8.2,8.7,1.58,Pi,-64.307000,-48.190000,x
ALKW,101132,1,5025,262.223600,15.00,114.65,262.225394,103.51,0.13,7.5,7.4,1.83,Pi,-64.241000,-48.214000,x
ALKW,101138,1,5031,262.290324,14.17,114.06,262.294838,103.94,1.70,10.3,11.0,1.25,Pi,-64.209000,-48.208000,x
ALKW,101147,1,5040,262.392292,15.83,115.52,262.394838,103.22,0.29,8.0,9.0,1.67,Pi,-64.109000,-48.145000,x
ALKW,101168,1,5061,262.713356,21.08,114.58,262.719201,105.20,1.34,7.4,7.5,1.50,Pi,-64.120000,-48.190000,x
ALKW,101174,1,5067,262.803808,19.50,112.93,262.812951,105.12,3.94,7.4,7.4,1.50,Pi,-64.103000,-48.206000,x
ALKW,101195,1,5088,263.054155,12.75,113.23,263.057512,99.38,0.35,7.5,7.4,1.83,Pi,-63.954000,-48.303000,x
ALKW,101209,1,5102,263.200625,12.83,114.25,263.206817,81.55,0.01,7.4,7.4,1.75,Pi,-63.971000,-48.273000,x
ALKW,101216,1,5109,263.273657,16.33,114.02,263.275625,101.43,0.45,7.4,7.4,1.50,Pi,-64.078000,-48.188000,x
ALKW,101463,1,5356,266.422558,17.58,112.37,266.427708,101.73,3.02,7.4,7.8,1.75,Pi,-63.251000,-47.670000,x
ALKW,101485,1,5378,266.740266,16.58,112.20,266.745706,103.61,2.05,7.5,7.5,1.42,Pi,-63.137000,-47.597000,x
ALKW,101490,1,5383,266.798194,14.58,113.09,266.807106,101.34,0.54,7.4,7.5,1.92,Pi,-63.167000,-47.628000,x
ALKW,101496,1,5389,266.866655,15.08,114.21,266.873079,99.44,0.40,7.5,7.5,1.67,Pi,-63.160000,-47.629000,x
ALKW,101501,1,5394,266.927998,17.58,114.40,266.937141,97.92,0.08,7.5,7.5,1.67,Pi,-63.183000,-47.582000,x
ALKW,101509,1,5402,267.065498,25.25,114.83,267.071343,90.32,1.08,7.4,7.4,2.17,Pi,-63.338000,-47.703000,x
ALKW,101529,1,5422,267.410347,17.58,116.84,267.415498,107.86,0.99,7.3,7.6,1.58,Pi,-62.861000,-47.674000,x
ALKW,101561,1,5454,267.786331,13.92,116.62,267.787662,105.44,0.42,7.5,7.4,1.67,Pi,-63.034000,-47.724000,x
ALKW,101598,1,5491,268.331586,19.58,113.41,268.343912,105.98,2.64,7.2,7.3,1.50,Pi,-63.416000,-47.682000,x
ALXZ,101663,1,26,213.639294,11.00,81.09,213.643576,64.77,2.04,10.5,10.5,1.08,Pi,-63.633000,-42.926000,x
ALXZ,101671,1,34,213.706308,9.92,78.42,213.708507,58.99,2.75,10.5,10.5,0.92,Pi,-63.599000,-42.954000,x
ALXZ,101682,1,45,213.799769,10.75,82.96,213.801852,61.07,3.32,10.5,10.5,1.00,Pi,-63.540000,-43.006000,x
ALXZ,101690,1,53,213.869676,10.25,83.31,213.872859,66.77,2.48,10.5,10.5,1.00,Pi,-63.502000,-43.050000,x
ALXZ,101702,1,65,213.973322,11.50,85.46,213.977083,68.43,3.16,10.5,10.4,1.08,Pi,-63.388000,-43.114000,x
ALXZ,101713,1,76,214.044907,12.17,62.29,214.048900,52.21,2.93,10.2,10.2,1.00,Pi,-63.345000,-43.170000,x
ALXZ,101751,1,114,214.349884,11.92,81.48,214.354630,61.01,3.59,10.5,10.5,0.83,Pi,-62.931000,-43.061000,x
ALXZ,101761,1,124,214.423322,9.00,81.38,214.424248,71.49,5.09,10.8,10.8,1.00,Pi,-62.896000,-43.086000,x
ALXZ,101776,1,139,214.522222,6.08,81.67,214.524479,58.12,2.59,10.9,10.9,0.83,Pi,-62.752000,-43.157000,x
ALXZ,101794,1,157,214.630035,9.42,84.02,214.631887,73.65,2.31,10.7,10.7,0.92,Pi,-62.537000,-43.193000,x
ALXZ,101804,1,167,214.701505,10.17,85.03,214.705208,75.59,7.19,10.5,10.6,1.08,Pi,-62.447000,-43.207000,x
ALXZ,101813,1,176,214.770486,9.75,86.32,214.773958,69.55,3.48,10.3,10.3,0.83,Pi,-62.367000,-43.208000,x
ALXZ,101829,1,192,214.919792,10.42,86.04,214.923843,69.86,3.86,10.1,10.1,1.00,Pi,-62.141000,-43.141000,x
ALXZ,101838,1,201,214.998727,10.75,86.03,215.001852,71.23,3.21,10.0,9.9,1.08,Pi,-62.142000,-43.108000,x
ALXZ,101901,1,264,215.501968,8.33,91.25,215.506887,77.58,2.06,9.5,9.5,1.00,Pi,-61.427000,-43.031000,x
ALXZ,101928,1,291,215.720428,9.33,93.86,215.724132,78.62,2.76,9.3,9.4,1.00,Pi,-61.113000,-43.008000,x
ALXZ,101942,1,305,215.836400,12.25,81.80,215.837674,55.19,3.70,9.2,9.2,1.00,Pi,-61.135000,-43.106000,x
ALXZ,101949,1,312,215.901968,12.08,80.11,215.903241,62.85,3.23,9.0,9.1,1.00,Pi,-60.947000,-43.090000,x
ALXZ,101954,1,317,215.945023,10.58,93.84,215.946296,73.85,5.95,8.9,8.8,1.00,Pi,-60.894000,-43.096000,x
ALXZ,101960,1,323,215.996701,10.92,93.82,215.998785,67.32,2.38,8.9,8.9,0.83,Pi,-60.789000,-43.051000,x
ALXZ,101967,1,330,216.060243,14.08,78.93,216.065336,62.56,2.92,8.7,8.8,0.92,Pi,-60.749000,-43.077000,x
ALXZ,101975,1,338,216.133565,10.08,67.89,216.134838,57.68,6.20,8.8,8.8,1.33,Pi,-60.757000,-43.048000,x
ALXZ,102003,1,366,216.338310,6.83,78.16,216.341204,64.92,3.02,8.4,8.4,0.83,Pi,-60.424000,-42.923000,x
ALXZ,102012,1,375,216.404861,9.83,98.17,216.405903,73.97,4.67,8.6,8.6,0.83,Pi,-60.265000,-42.917000,x
ALXZ,102060,1,423,216.754225,10.00,67.91,216.757523,55.06,3.45,8.1,8.1,0.83,Pi,-59.887000,-42.879000,x
ALXZ,102095,1,458,217.054572,11.00,105.74,217.058796,64.17,2.22,7.9,7.9,1.00,Pi,-59.478000,-42.825000,x
ALXZ,102200,1,563,217.911343,12.75,263.65,217.916146,169.12,2.68,6.8,6.9,1.25,F,-58.473000,-42.432000,x
ALXZ,102249,1,612,218.371296,15.17,547.79,218.377546,301.23,2.85,5.4,7.0,59.42,F,-57.889000,-42.315000,x
ALXZ,102280,1,643,218.784722,10.83,223.42,218.788715,148.48,2.97,5.7,5.7,1.25,F,-57.328000,-42.203000,x
ALXZ,102290,1,653,218.857813,8.42,227.64,218.860417,126.44,2.51,6.1,6.1,1.25,F,-57.382000,-42.138000,x
ALXZ,102296,1,659,218.904225,9.00,219.72,218.907755,144.01,2.21,6.2,6.4,1.50,F,-57.402000,-42.146000,x
ALXZ,102305,1,668,218.974074,10.33,224.15,218.978704,140.08,3.34,6.2,6.5,1.50,F,-57.232000,-42.073000,x
ALXZ,102433,1,796,220.105208,9.58,183.21,220.106829,126.74,2.47,6.3,6.2,1.08,F,-56.331000,-41.553000,x
ALXZ,102442,1,805,220.175926,9.67,226.22,220.178414,131.59,2.58,6.4,6.5,1.17,F,-56.299000,-41.487000,x
ALXZ,102451,1,814,220.246644,10.33,234.89,220.250347,152.50,5.07,6.0,6.3,1.42,F,-56.213000,-41.487000,x
ALXZ,102467,1,830,220.414468,21.33,366.21,220.425347,263.78,2.04,4.9,5.8,1.25,F,-56.140000,-41.433000,x
ALXZ,102491,1,854,220.750000,11.50,306.16,220.752836,186.45,3.51,5.8,6.1,1.67,F,-56.339000,-41.348000,x
ALXZ,102511,1,874,220.935880,10.58,166.11,220.941840,111.06,2.41,6.2,6.4,1.42,F,-55.920000,-41.309000,x
ALXZ,102523,1,886,221.028183,9.67,165.31,221.029919,99.96,3.19,6.6,6.6,1.08,F,-55.859000,-41.297000,x
ALXZ,102529,1,892,221.070660,10.42,103.42,221.073611,74.94,2.01,6.9,6.9,1.00,F,-55.868000,-41.270000,x
ALXZ,102559,1,922,221.292593,11.67,107.77,221.294271,84.85,2.31,6.8,6.7,1.08,F,-55.730000,-41.143000,x
ALXZ,102564,1,927,221.357060,17.92,582.42,221.363368,362.44,3.19,4.6,5.1,1.50,F,-55.675000,-41.123000,x
ALXZ,102572,1,935,221.469965,18.08,594.36,221.476447,375.49,2.13,4.5,5.2,1.67,F,-55.647000,-41.071000,x
ALXZ,102585,1,948,221.634201,18.75,614.09,221.640914,390.06,3.50,4.4,5.1,1.75,F,-55.694000,-40.927000,x
ALXZ,102594,1,957,221.737847,13.17,405.06,221.742014,249.24,3.70,4.6,4.9,1.33,F,-55.507000,-40.954000,x
ALXZ,102604,1,967,221.812731,8.25,158.31,221.817072,97.07,3.27,6.3,6.3,0.92,F,-55.464000,-40.889000,x
ALXZ,102618,1,981,221.876042,8.00,207.33,221.879340,114.06,4.52,6.3,6.3,1.00,F,-55.427000,-40.825000,x
ALXZ,102628,1,991,221.945949,10.25,156.52,221.949421,92.75,3.14,6.6,6.6,0.92,F,-55.353000,-40.782000,x
ALXZ,102636,1,999,222.017882,8.75,154.74,222.019560,101.75,2.26,6.6,6.5,1.00,F,-55.312000,-40.729000,x
ALXZ,102646,1,1009,222.087616,9.17,138.22,222.091609,83.53,2.79,6.4,6.7,1.00,F,-55.241000,-40.678000,x
ALXZ,102664,1,1027,222.211748,10.08,239.38,222.215509,156.04,2.78,5.8,6.1,1.08,F,-55.177000,-40.601000,x
ALXZ,102699,1,1062,222.635359,5.25,58.15,222.636516,45.41,3.66,6.1,6.6,0.92,F,-54.966000,-40.398000,x
ALXZ,102707,1,1070,222.721181,15.50,510.89,222.727025,310.41,6.11,4.8,5.4,1.42,F,-54.941000,-40.327000,x
ALXZ,102722,1,1085,222.856655,11.50,286.91,222.861632,188.37,3.28,5.5,5.9,1.50,F,-54.841000,-40.225000,x
ALXZ,102744,1,1107,223.041609,10.75,267.62,223.044907,157.15,4.44,5.8,6.0,1.17,F,-54.804000,-40.108000,x
ALXZ,102805,1,1168,223.664005,16.42,604.52,223.670891,358.84,2.11,4.8,5.8,2.58,F,-54.528000,-39.849000,x
ALXZ,102814,1,1177,223.773090,10.42,329.97,223.776910,178.09,3.31,5.5,5.7,0.92,F,-54.552000,-39.781000,x
ALXZ,102822,1,1185,223.842130,12.42,280.24,223.846296,184.74,3.39,5.7,5.8,1.50,F,-54.448000,-39.741000,x
ALXZ,102846,1,1209,224.038426,7.17,209.47,224.040741,111.58,3.03,6.0,6.1,1.08,F,-54.286000,-39.636000,x
ALXZ,102860,1,1223,224.145081,10.58,249.56,224.148206,154.51,4.00,5.9,6.0,1.25,F,-54.220000,-39.614000,x
ALXZ,102862,1,1225,224.160995,10.33,264.84,224.164294,160.00,5.28,5.9,7.1,127.33,F,-54.230000,-39.640000,x
ALXZ,102869,1,1232,224.313831,16.58,504.15,224.319618,311.86,4.51,5.2,5.6,1.67,F,-54.255000,-39.646000,x
ALXZ,102877,1,1240,224.430729,4.17,68.23,224.432176,47.65,4.73,5.9,6.2,1.25,F,-54.267000,-39.608000,x
ALXZ,102892,1,1255,224.614468,16.58,598.16,224.620428,370.07,4.72,5.0,5.8,2.25,F,-54.178000,-39.585000,x
ALXZ,102913,1,1276,224.824942,10.17,278.74,224.829630,172.09,5.06,5.8,6.0,1.33,F,-54.145000,-39.610000,x
ALXZ,102928,1,1291,224.938600,10.75,224.04,224.943056,148.28,2.86,6.0,6.1,1.25,F,-54.120000,-39.602000,x
ALXZ,102944,1,1307,225.064757,10.75,244.04,225.066898,167.83,4.62,6.2,6.1,1.33,F,-54.152000,-39.564000,x
ALXZ,102966,1,1329,225.230382,13.25,312.15,225.235301,192.88,3.75,6.5,6.5,1.08,F,-54.067000,-39.580000,x
ALXZ,102974,1,1337,225.315972,17.08,522.60,225.321412,327.02,7.21,5.3,5.7,2.33,F,-54.270000,-39.630000,x
ALXZ,102981,1,1344,225.408507,15.92,566.25,225.414410,354.52,3.83,5.1,5.7,2.25,F,-54.121000,-39.587000,x
ALXZ,102986,1,1349,225.473380,16.17,606.83,225.478588,360.44,4.22,5.3,6.4,5.92,F,-54.103000,-39.635000,x
ALXZ,103004,1,1367,225.717535,15.83,543.06,225.723553,330.04,2.48,5.1,5.7,2.33,F,-54.014000,-39.782000,x
ALXZ,103027,1,1390,225.925058,10.33,225.80,225.930382,136.46,2.23,6.2,6.7,1.67,F,-54.010000,-39.745000,x
ALXZ,103035,1,1398,225.992245,9.08,263.50,225.996181,143.75,4.07,6.6,7.0,1.83,F,-54.089000,-39.747000,x
ALXZ,103043,1,1406,226.058681,10.00,239.65,226.062905,152.60,3.75,6.5,6.9,1.75,F,-54.112000,-39.774000,x
ALXZ,103052,1,1415,226.129572,9.08,226.22,226.132813,131.69,2.92,6.6,7.2,3.92,F,-54.094000,-39.791000,x
ALXZ,103059,1,1422,226.186748,10.00,122.85,226.191956,81.72,3.19,6.9,9.0,158.75,F,-54.102000,-39.815000,x
ALXZ,103065,1,1428,226.380266,19.00,594.51,226.387500,369.62,3.74,5.2,6.1,2.42,F,-54.175000,-39.863000,x
ALXZ,103070,1,1433,226.453877,23.92,630.92,226.462442,408.86,6.08,5.0,5.9,2.50,F,-54.241000,-39.924000,x
ALXZ,103088,1,1451,226.710706,14.58,467.61,226.717303,299.42,5.03,5.6,6.1,2.17,F,-54.173000,-40.022000,x
ALXZ,103113,1,1476,226.906019,9.00,231.52,226.909201,127.77,3.74,6.2,6.2,1.08,F,-54.175000,-40.133000,x
ALXZ,103151,1,1514,227.196875,10.08,246.33,227.202025,165.47,3.73,6.2,6.5,1.50,F,-54.273000,-40.225000,x
ALXZ,103172,1,1535,227.377894,16.25,304.19,227.386632,221.80,5.59,6.1,6.8,1.42,F,-54.319000,-40.316000,x
ALXZ,103185,1,1548,227.566551,17.00,566.52,227.572280,368.38,6.97,7.0,8.2,2.75,F,-54.411000,-40.517000,x
ALXZ,103235,1,1598,228.046354,10.17,246.53,228.050405,170.67,5.56,8.3,8.7,1.25,F,-54.463000,-40.721000,x
ALXZ,103247,1,1610,228.144560,9.75,292.68,228.149074,175.52,5.71,6.7,7.3,1.33,F,-54.443000,-40.779000,x
ALXZ,103261,1,1624,228.248438,9.17,227.87,228.250868,150.42,5.22,6.9,6.9,1.42,F,-54.688000,-40.799000,x
ALXZ,103282,1,1645,228.498264,18.17,534.09,228.504340,361.61,4.53,6.2,6.7,2.08,F,-54.518000,-40.889000,x
ALXZ,103326,1,1689,228.945370,9.17,268.63,228.949769,173.40,4.61,7.0,7.4,1.50,F,-54.586000,-41.190000,x
ALXZ,103343,1,1706,229.066493,9.25,229.25,229.069560,160.37,3.22,6.9,7.1,1.17,F,-54.610000,-41.269000,x
ALXZ,103352,1,1715,229.134201,9.58,250.63,229.137674,171.37,7.42,6.8,7.2,1.42,F,-54.516000,-41.346000,x
ALXZ,103364,1,1727,229.228125,8.75,238.50,229.229919,164.89,6.94,7.1,6.9,1.33,F,-54.514000,-41.459000,x
ALXZ,103382,1,1745,229.419155,26.00,413.91,229.433970,293.95,3.40,6.5,7.3,1.67,F,-54.477000,-41.602000,x
ALXZ,103404,1,1767,229.715394,15.67,471.83,229.720023,316.01,4.81,6.8,7.3,1.75,F,-54.483000,-41.784000,x
ALXZ,103437,1,1800,230.031887,12.92,304.28,230.038368,201.99,3.66,6.4,7.3,1.50,F,-54.335000,-42.045000,x
ALXZ,103447,1,1810,230.125694,14.75,308.03,230.133218,195.74,2.37,6.5,7.3,1.58,F,-54.387000,-42.096000,x
ALXZ,103456,1,1819,230.213079,13.33,302.62,230.217188,208.05,4.92,7.4,7.9,1.58,F,-54.324000,-42.173000,x
ALXZ,103469,1,1832,230.346065,15.92,268.66,230.353877,194.78,7.35,6.5,7.4,1.42,F,-54.388000,-42.304000,x
ALXZ,103482,1,1845,230.541898,15.83,399.65,230.546586,288.22,4.13,8.1,9.0,1.42,F,-54.358000,-42.510000,x
ALXZ,103497,1,1860,230.723785,13.33,287.19,230.728588,218.56,3.01,7.7,8.4,1.33,F,-54.264000,-42.608000,x
ALXZ,103580,1,1943,231.532118,18.67,649.68,231.539178,416.18,5.73,5.6,6.4,2.42,F,-54.981000,-43.072000,x
ALXZ,103586,1,1949,231.602257,19.25,607.21,231.610764,386.07,2.91,5.4,6.1,2.00,F,-54.937000,-43.124000,x
ALXZ,103591,1,1954,231.674016,17.58,581.61,231.680266,358.51,4.68,5.3,5.7,1.83,F,-55.101000,-43.134000,x
ALXZ,103599,1,1962,231.777894,10.50,249.12,231.782813,166.91,3.29,5.8,6.0,1.17,F,-55.086000,-43.214000,x
ALXZ,103636,1,1999,232.107234,10.67,131.66,232.108854,90.03,8.54,8.4,8.4,1.25,F,-55.206000,-43.439000,x
ALXZ,103653,1,2016,232.248380,10.25,290.33,232.252894,176.12,4.98,8.4,9.0,1.58,F,-55.483000,-43.565000,x
ALXZ,103664,1,2027,232.360475,22.08,653.05,232.369039,396.64,6.44,6.7,8.7,2.42,F,-55.604000,-43.583000,x
ALXZ,103669,1,2032,232.431887,22.42,319.75,232.442824,216.71,4.50,7.6,8.6,1.17,F,-55.462000,-43.683000,x
ALXZ,103682,1,2045,232.622743,16.42,456.61,232.629282,313.42,2.12,7.4,9.3,2.00,F,-55.680000,-43.879000,x
ALXZ,103694,1,2057,232.758449,12.83,244.33,232.763252,175.16,5.64,8.5,9.6,1.42,F,-55.510000,-43.912000,x
ALXZ,103711,1,2074,232.913831,11.08,291.44,232.917014,181.61,4.87,9.5,10.2,1.25,F,-55.699000,-44.084000,x
ALXZ,103740,1,2103,233.166493,11.50,267.81,233.172338,173.95,3.99,8.6,10.7,1.58,F,-55.624000,-44.503000,x
ALXZ,103747,1,2110,233.231192,11.83,414.61,233.235475,243.75,3.12,8.5,9.7,1.67,F,-55.528000,-44.484000,x
ALXZ,103756,1,2119,233.319039,13.75,284.86,233.323727,211.10,2.81,8.4,9.8,1.75,F,-55.488000,-44.594000,x
ALXZ,103760,1,2123,233.385938,11.42,170.57,233.391667,111.20,4.25,11.6,14.8,6.92,F,-55.395000,-44.649000,x
ALXZ,103775,1,2138,233.608623,17.92,353.10,233.617824,264.08,4.66,7.1,9.4,1.50,F,-55.252000,-44.849000,x
ALXZ,103793,1,2156,233.815220,10.83,224.22,233.820023,130.31,2.79,9.6,11.1,1.33,F,-55.201000,-45.086000,x
ALXZ,103803,1,2166,233.886343,9.00,197.08,233.889525,127.07,8.14,10.2,11.1,1.42,F,-55.122000,-45.126000,x
ALXZ,103846,1,2209,234.213079,12.25,301.10,234.218750,201.61,6.84,7.6,8.0,1.58,F,-54.866000,-45.328000,x
ALXZ,103868,1,2231,234.469618,18.83,519.39,234.478299,347.22,6.48,6.7,8.5,1.92,F,-54.498000,-45.453000,x
ALXZ,103908,1,2271,234.900752,10.50,279.05,234.904109,174.46,3.14,11.7,12.1,1.50,F,-54.036000,-45.437000,x
ALXZ,103916,1,2279,234.968634,11.00,277.83,234.972801,168.67,6.10,13.8,14.9,1.58,F,-53.870000,-45.413000,x
